person_id_random,device_model,hasDualSim,hasWlan,hasBluetooth,mkopo_version_name,android_version
8548843141,samsung-GT-S6802,0,1,0,3.1,2.3.6
5334896838,unknown-TECNO P3,1,0,0,2.1,2.3.5
4656062708,samsung-GT-S5830i,0,1,0,2.1,2.3.6
2283557917,samsung-GT-I9500,0,1,1,2.1,4.3
8449258035,samsung-GT-I9152,0,1,1,3.4,4.2.2
4017268696,itel-itel it1403+,0,1,1,3.5,4.4.2
5585643436,HUAWEI-HUAWEI P6-U06,0,1,1,2.0,4.2.2
4239791639,unknown-TECNO P3S,0,0,0,2.1,2.3.5
3342477379,samsung-GT-S7580,0,1,1,3.1,4.2.2
5346231779,TECNO-TECNO H6,0,0,1,3.0,4.4.2
3884829185,alps-TECNO Q1,1,1,0,2.1,4.0.4
7357826278,samsung-GT-S7560,0,1,1,2.1,4.0.4
3670141772,samsung-GT-N7100,0,1,1,3.0,4.3
1817487983,samsung-GT-S7562,1,1,1,2.2,4.0.4
8521033508,unknown-TECNO P3,1,1,0,2.1,2.3.5
5799676461,samsung-GT-S5570I,0,0,0,2.1,2.3.6
2528750026,TECNO-TECNO_N7,1,1,1,2.2,4.0.4
5330295937,unknown-TECNO P3,0,1,0,3.3,2.3.5
7777374938,alps-TECNO M3,1,0,1,2.1,4.2.2
4552401360,samsung-GT-S5830i,0,0,0,2.1,2.3.6
7177006216,HUAWEI-HUAWEI Y511-U10,0,1,1,3.5,4.2.2
1978413484,samsung-GT-I9500,0,1,1,2.1,4.3
7734209346,samsung-GT-N7100,0,1,1,3.0,4.1.2
3995102460,samsung-GT-S5570I,0,1,0,2.2,2.3.6
6386473095,samsung-GT-I9100,0,1,0,3.3,4.0.4
1183321030,samsung-GT-S5301,0,1,1,2.1,4.0.4
5377931105,HUAWEI-U8860,0,1,1,2.2,2.3.6
2358807840,alps-TECNO P5,1,1,1,3.3,4.2.2
5868139297,samsung-GT-S5300,0,1,1,2.1,2.3.6
6100057929,unknown-TECNO P3,1,1,0,2.1,2.3.5
2683538279,TCT-ALCATEL ONE TOUCH 5020D,1,1,1,3.3,4.1.1
9236601044,,,0,0,,
7444746096,unknown-TECNO P3S,0,1,0,2.1,2.3.5
4105742558,samsung-GT-S5300,0,1,0,2.1,2.3.6
7640935498,unknown-TECNO N3S,0,1,0,2.2,2.3.5
7125219495,Mi-A401-Mi-A401,1,1,0,2.1,4.0.4
3206224066,sprd-iNote mini,0,0,0,2.0,2.3.5
8677322348,samsung-GT-S5300,0,1,0,2.1,2.3.6
1482204423,samsung-GT-S5830i,0,1,0,2.1,2.3.6
4530705086,samsung-GT-S5300,0,0,0,2.1,2.3.6
5521864872,samsung-GT-I9300,0,1,1,2.1,4.3
9401390636,LGE-LG-P705,0,1,1,2.1,4.0.3
7780990687,unknown-TECNO P3,1,0,0,2.1,2.3.5
7540101434,LGE-LG-E400,0,1,0,2.1,2.3.6
6526183719,unknown-TECNO P3S,0,1,0,2.1,2.3.5
4950043625,unknown-TECNO P3S,0,1,0,2.1,2.3.5
1096962239,unknown-TECNO N3,1,1,0,2.1,2.3.5
8128789355,alps-TECNO S3,1,1,1,2.1,4.2.2
1299427536,samsung-GT-S5300,0,1,0,2.1,2.3.6
2916523599,samsung-GT-S7580,0,1,1,2.1,4.2.2
9453964086,unknown-TECNO P3,0,1,0,2.1,2.3.5
5482790346,HUAWEI-HUAWEI Y210-0100,0,0,1,2.0,2.3.6
9504924784,unknown-TECNO P3S,0,0,0,2.1,2.3.5
1512836830,alps-TECNO F7,1,1,1,2.1,4.2.1
1612135424,samsung-GT-S7562,1,1,1,3.1,4.0.4
3929235228,TCT-ALCATEL ONE TOUCH 918D,1,1,0,2.1,2.3.6
8057731840,samsung-GT-S5570,0,1,0,2.1,2.3.6
4966440067,samsung-GT-S6102,0,1,0,2.1,2.3.6
5108315568,samsung-GT-S6312,0,1,1,2.1,4.1.2
2673538543,samsung-GT-I9100,0,1,1,2.1,4.0.3
7777626093,TCT-ALCATEL ONE TOUCH 4010X,0,0,0,2.1,2.3.6
3764746080,SageReal-TECNO H5,1,1,1,2.1,4.2.2
2524200246,SageReal-TECNO H5,1,1,1,3.0,4.2.2
7717500506,HUAWEI-U8185,0,0,0,2.1,2.3.6
4042481303,SageReal-TECNO H5,1,0,1,2.1,4.2.2
6295166250,unknown-TECNO P3,0,1,0,2.1,2.3.5
8362192538,HUAWEI-HUAWEI Y210-0100,0,1,0,2.1,2.3.6
2381042959,LGE-LG-E405,1,1,0,2.1,2.3.6
4421733789,alps-TECNO F7,1,1,1,2.1,4.2.1
4943128258,LGE-LG-E400,0,1,0,2.1,2.3.6
4088430688,HUAWEI-U8185,0,0,0,2.1,2.3.6
8806418646,SageReal-TECNO M3S,0,0,1,2.1,4.2.2
9725100582,TCT-ALCATEL ONE TOUCH 918,0,1,0,2.1,2.3.6
7801042321,samsung-SM-N900,0,1,1,2.1,4.2.2
6297081953,TECNO-TECNO N3,1,0,0,2.1,4.0.4
2063379792,samsung-GT-S5360,0,1,0,2.5,4.1.1
6133370972,samsung-GT-S7580,0,1,1,2.1,4.2.2
8763192932,unknown-TECNO P3S,0,0,0,2.1,2.3.5
2662659101,samsung-GT-S7560,0,1,1,2.1,4.0.4
1537018341,alps-TECNO M3,1,1,1,2.2,4.2.2
1957977001,SageReal-TECNO P5S,0,0,1,2.1,4.2.2
8719891162,samsung-GT-S5300,0,1,0,2.1,2.3.6
3577835738,samsung-GT-S7562,1,1,1,2.1,4.0.4
8425972319,samsung-GT-S7580,0,1,1,2.1,4.2.2
4002742728,alps-GT-I9190,0,0,1,2.1,4.2.2
5825472282,unknown-TECNO N3S,0,0,0,2.1,2.3.5
9504846186,HUAWEI-HUAWEI Y210-0100,0,1,0,2.1,2.3.6
3225694348,samsung-GT-S5830i,0,0,0,2.1,2.3.6
1177471131,unknown-TECNO P3S,0,1,0,2.1,2.3.5
8406400743,unknown-TECNO P3S,0,0,0,2.1,2.3.5
7234829584,Spreadtrum-iNote beyond,0,0,0,2.1,4.1.2
7284641061,LGE-LG-E440,0,1,1,3.3,4.1.2
6897561002,sprd-SPHS on Hsdroid,0,0,0,2.1,2.3.5
1090396622,alps-GT-I9500,0,0,1,2.1,4.2.2
1516706338,alps-GT-I9500,0,1,0,2.1,4.4.4
2830334836,samsung-GT-S5300,0,1,0,2.5,2.3.6
1316512614,sprd-iNote beyond,0,1,0,2.1,2.3.5
9046729670,LGE-LG-E405,1,1,0,2.1,2.3.6
9193097824,SageReal-TECNO H5,1,0,1,2.1,4.2.2
9513977406,LGE-LG-P713,0,1,1,2.1,4.1.2
8296490133,TCT-ALCATEL ONE TOUCH 4010X,0,1,0,2.1,2.3.6
3624329372,HUAWEI-HUAWEI Y210-0100,0,1,0,2.1,2.3.6
7537202594,HUAWEI-HUAWEI Y210-0100,0,1,0,2.1,2.3.6
3565083094,samsung-GT-S5570I,0,0,0,2.1,2.3.6
3294533408,samsung-GT-S5302,0,1,0,3.0,2.3.6
1983538252,HUAWEI-HUAWEI Y511-U10,0,1,1,2.1,4.2.2
6130454619,samsung-SM-N900,0,1,1,3.3,4.4.2
8948452846,samsung-GT-I9500,0,1,1,3.3,4.4.2
5534019509,alps-TECNO P5,1,0,1,2.1,4.2.2
8470817553,HUAWEI-HUAWEI Y300-0100,0,1,1,3.4,4.1.1
5638293141,SageReal-TECNO P5S,0,0,1,2.1,4.2.2
3219677874,sprd-Vinko,0,0,0,2.1,4.2
3584380224,SageReal-TECNO H5,1,0,1,2.1,4.2.2
6845264174,sprd-SPHS on Hsdroid,0,1,0,2.1,2.3.5
4146622581,samsung-GT-S7560,0,1,1,2.1,4.0.4
6461406501,alps-TECNO P5,1,1,1,2.1,4.2.2
7585759305,TCT-ONE TOUCH 4015X,0,1,1,2.1,4.2.2
9553513134,alps-TECNO M3,1,0,1,2.1,4.2.2
1782793085,intel-BT210,0,1,1,3.1,4.0.4
2515000128,alps-TECNO F7,1,1,1,2.4,4.2.1
7152353641,SageReal-TECNO H5,1,1,1,2.2,4.2.2
5095473176,samsung-SM-N900,0,1,1,3.4,4.4.2
6620932848,LGE-LG-E400,0,1,0,2.1,2.3.6
1775406254,itel-itel IT1351E,0,0,0,2.1,4.1.2
5359782636,samsung-GT-S7580,0,1,1,3.2,4.2.2
2151054057,alps-TECNO M3,1,1,1,2.2,4.2.2
5777469792,samsung-GT-S7580,0,1,1,2.1,4.2.2
3110924673,samsung-SAMSUNG-SM-G900A,0,1,1,2.1,4.4.2
7664147584,SageReal-TECNO P5S,0,1,1,3.2,4.2.2
6268509017,TCT-ALCATEL ONE TOUCH 5036D,1,1,1,2.1,4.2.2
8141294915,samsung-GT-S5300,0,1,1,2.1,2.3.6
2278919539,SageReal-H7,1,0,1,2.1,4.2.2
1672596057,HUAWEI-HUAWEI Y320-U30,1,0,1,2.1,4.2.2
3939663286,alps-TECNO F7,1,1,1,3.4,4.2.1
3435646267,HUAWEI-HUAWEI Y210-0100,0,1,0,3.3,2.3.6
4167056538,samsung-GT-S6790,0,1,1,2.1,4.1.2
8165102081,TECNO-P3,1,0,0,2.1,4.0.4
9854161442,Nokia-Nokia_X,1,1,0,2.1,4.1.2
2552675755,alps-TECNO P5,1,1,1,3.4,4.2.2
5826558835,Sony-C6603,0,1,1,2.2,4.4.4
8082067022,samsung-GT-I9152,0,1,1,3.3,4.2.2
8092607634,LGE-LG-E405,1,1,1,3.3,2.3.6
1280507511,alps-S205EDA,1,1,1,2.1,4.2.2
7378814827,samsung-GT-S7580,0,1,1,3.1,4.2.2
5309412184,samsung-SM-N900,0,1,1,2.1,4.4.2
1459514671,alps-TECNO S3,1,1,1,2.1,4.2.2
5085179989,samsung-SM-G355H,0,1,1,3.3,4.4.2
8845067238,intel-BT210,0,1,1,3.5,4.0.4
8392403933,unknown-TECNO N3S,0,1,0,2.1,2.3.5
8839970497,LGE-LG-E400,0,1,0,3.2,2.3.6
5916800459,IS-50-IS-50,0,1,0,2.1,4.2.2
5255086303,samsung-GT-I9100G,0,1,0,3.1,2.3.4
2693128770,alps-GT-I9190,0,0,1,2.1,4.4.4
8041467929,samsung-GT-S7580,0,1,1,2.1,4.2.2
7549961913,unknown-TECNO P3,1,0,0,2.1,2.3.5
7093035860,TCT-ALCATEL ONE TOUCH 4010X,0,1,0,2.1,2.3.6
6456476162,samsung-GT-S5300,0,0,0,2.1,2.3.6
7318322753,SAMSUNG-GT-I8262,0,1,1,2.1,4.1.2
1654887836,SageReal-TECNO P5S,0,1,1,3.0,4.2.2
8540590529,Micromax-TECNO M5,1,1,1,3.4,4.2.2
5120292396,samsung-GT-B5512,0,1,0,2.1,2.3.6
5647000446,unknown-TECNO N3,1,1,0,3.1,2.3.5
6525704875,alps-TECNO M3,1,1,1,2.1,4.2.2
7958178899,alps-GT-I9190,0,1,1,2.2,4.4.4
1868497628,SageReal-TECNO H5,1,1,1,2.2,4.2.2
2612671805,LGE-LG-E400,0,0,0,2.1,2.3.6
9047422306,TCT-ALCATEL ONE TOUCH 5036X,0,0,1,2.1,4.2.2
8751507835,samsung-GT-S6790,0,1,1,3.3,4.1.2
8210123264,alps-TECNO P5,1,1,1,3.2,4.2.2
5248964653,unknown-TECNO P3,0,1,0,2.1,2.3.5
5810007060,samsung-GT-S5830i,0,1,0,2.2,2.3.6
1832279919,samsung-GT-I8160,0,1,0,2.1,2.3.6
5476885599,TCT-ALCATEL ONE TOUCH 5036D,1,1,1,2.1,4.2.2
2876398156,ZTE-ZTE-Z990G,0,1,0,2.1,2.3.5
4198273826,TCT-ALCATEL ONE TOUCH 5036X,0,1,1,2.1,4.2.2
1180207250,unknown-TECNO P3,0,0,0,2.1,2.3.5
9477378963,HUAWEI-U8185,0,0,0,2.1,2.3.6
5809370917,TECNO-TECNO-H3,0,1,1,3.5,4.4.2
3480756825,LGE-LG-E615,1,0,0,2.1,4.0.4
7555552124,SageReal-TECNO P5S,0,0,1,3.1,4.2.2
9611014004,HUAWEI-HUAWEI Y330-U01,0,1,1,2.1,4.2.2
9200350130,unknown-TECNO P3,0,0,0,2.1,2.3.5
9516909367,samsung-GT-S5301,0,1,0,2.1,4.0.4
2609792976,alps-GT-I9190,0,0,1,2.4,4.4.4
9377789718,Spreadtrum-iNote beyond,0,0,0,2.2,4.1.2
9821765598,unknown-TECNO P3,0,1,0,2.5,2.3.5
9229511691,TCT-ONE TOUCH 4015X,0,1,1,2.2,4.2.2
4396948561,samsung-GT-S7392,0,1,1,2.2,4.1.2
7419788148,TCT-ALCATEL ONE TOUCH 918,0,0,0,2.2,2.3.6
6149299222,HUAWEI-U8185,0,0,0,2.1,2.3.6
3753586759,samsung-GT-S6790,0,1,1,2.2,4.1.2
3278293306,samsung-GT-I9100,0,0,0,2.2,2.3.3
7258285849,samsung-GT-S6790,0,1,1,2.2,4.1.2
6754950264,samsung-GT-S5570I,0,1,0,3.2,2.3.6
5815782196,Nokia-Nokia_X,1,0,0,2.2,4.1.2
5468470748,HUAWEI-HUAWEI Y320-U10,0,1,1,2.2,4.2.2
3174864023,samsung-GT-S6790,0,1,1,2.2,4.1.2
7930805770,samsung-GT-S7580,0,1,1,2.1,4.2.2
5517270647,alps-TECNO D3,1,1,0,2.2,2.3.6
5833760454,samsung-GT-S6790,0,1,1,3.3,4.1.2
5781022158,samsung-GT-I9205,0,1,1,2.1,4.2.2
9896789006,samsung-GT-S5830i,0,1,0,2.2,2.3.6
3401108129,SageReal-TECNO P5S,0,0,1,2.2,4.2.2
1084690398,TECNO-TECNO_P5_PLUS,0,0,1,3.1,4.4.2
7386434289,LGE-LG-E400,0,1,1,2.2,2.3.6
2990883566,TECNO-TECNO-A7,0,1,1,2.4,4.4.2
3523225738,samsung-SHV-E220S,0,1,1,2.4,4.1.2
3744930975,samsung-GT-S6790,0,1,1,2.4,4.1.2
9789281998,Micromax-Micromax A120,0,1,1,2.5,4.4.2
6887884618,Nokia-Nokia_X,1,1,0,2.4,4.1.2
2327560619,Micromax-TECNO M5,1,0,1,3.1,4.2.2
8394030931,LGE-LG-E440,0,1,0,3.4,4.1.2
6687103750,Micromax-TECNO M5,1,1,1,3.3,4.2.2
6768006410,samsung-GT-I8262,0,1,1,3.1,4.1.2
3555490492,samsung-GT-S7580,0,1,1,2.5,4.2.2
6033880411,samsung-GT-I8262,0,1,1,3.3,4.1.2
8278230987,samsung-GT-I9500,0,1,1,2.1,4.4.2
2876643470,TECNO-TECNO P6,0,1,1,3.2,4.4.2
9881053673,SageReal-TECNO H5,1,1,1,3.5,4.2.2
5903857819,TCT-ONE TOUCH 4015D,1,1,1,2.5,4.2.2
2046310222,samsung-GT-S7580,0,1,1,3.0,4.2.2
6108121189,HUAWEI-HUAWEI G6-U10,0,1,1,2.5,4.3
5126578428,samsung-GT-I9060I,0,1,1,3.3,4.4.4
2795350446,samsung-SM-G7102,0,1,1,3.0,4.3
7573861449,HUAWEI-HUAWEI Y330-U01,0,1,1,3.1,4.2.2
8291626998,Micromax-TECNO M5,1,1,1,3.1,4.2.2
6774434683,intel-BT210,0,0,1,2.5,4.0.4
1704712487,alps-TECNO P5,1,0,1,3.1,4.2.2
7839108662,samsung-GT-N7100,0,1,1,3.4,4.3
3307407390,CUBOT-S168,0,1,1,2.5,4.4
9308939887,LGE-LG-E612,0,1,1,3.4,4.1.2
5923715507,samsung-GT-I9082,0,1,1,3.5,4.1.2
1289196041,Infinix-Infinix X502,0,1,1,3.2,4.2.1
1023186466,LGE-LG-E440,0,1,0,3.3,4.1.2
3686319819,samsung-GT-I9305,0,1,1,2.5,4.3
1272813046,SageReal-TECNO P5S,0,1,1,3.0,4.2.2
4097229256,samsung-GT-I9300,0,1,1,3.4,4.3
5331332312,samsung-GT-S5300,0,0,0,3.4,2.3.6
5783698569,HUAWEI-HUAWEI Y320-U10,0,1,1,3.3,4.2.2
5747178338,Sony-D2302,0,1,1,3.5,4.4.4
9804175165,HTC-HTC Desire 816,0,1,1,3.4,5.0.2
7691808756,TECNO-TECNO F6,0,0,1,3.0,4.4.2
8485736177,samsung-GT-I9300,0,1,1,3.0,4.1.2
5345006498,unknown-TECNO P3S,0,0,0,3.0,2.3.5
8315543219,alps-TECNO R7,1,0,1,3.5,4.2.2
3413480258,samsung-SM-G900H,0,1,1,3.0,4.4.2
3640580591,samsung-SM-G355H,0,1,1,3.0,4.4.2
1212953829,HUAWEI-HUAWEI Y210-0100,0,1,0,3.4,2.3.6
2048939339,samsung-SM-G7102,0,1,1,3.3,4.4.2
3149006688,HTC-HTC Desire 816,0,1,1,3.3,4.4.2
6690203041,samsung-GT-S5830,0,1,0,3.1,2.3.4
3394363896,samsung-GT-S6790,0,1,1,3.1,4.1.2
9955035119,Infinix-Infinix-X551,0,1,1,3.5,4.4.2
3679328472,alps-TECNO S3,1,0,1,3.1,4.2.2
7269987518,samsung-SM-N900,0,1,1,3.3,4.3
9149555649,alps-TECNO P5,1,0,1,3.1,4.2.2
4652588050,samsung-GT-I9300I,0,1,1,3.1,4.3
9448433849,samsung-GT-I9082,0,1,1,3.1,4.2.2
3252413480,SageReal-TECNO P5S,0,1,1,3.4,4.2.2
4020568831,samsung-GT-S7580,0,1,1,3.1,4.2.2
9578209515,HUAWEI-HUAWEI Y330-U01,0,1,1,3.1,4.2.2
3075741637,samsung-GT-I8190,0,1,1,3.1,4.1.2
1766763696,LGE-LG-E615,1,1,1,3.3,4.0.4
8357321273,alps-TECNO M3,1,1,1,3.5,4.2.2
6060950564,HUAWEI-HUAWEI Y511-U10,0,1,1,3.1,4.2.2
1716829174,samsung-GT-S7580,0,1,1,3.1,4.2.2
8171435807,WIKO-LENNY,0,1,1,3.1,4.4.2
5064137410,samsung-GT-S7580,0,1,1,3.1,4.2.2
3583731581,samsung-GT-I9507,0,1,1,3.4,4.4.2
3525069691,samsung-SM-N900,0,1,1,3.1,4.2.2
1537358892,samsung-GT-S7580,0,1,1,3.4,4.2.2
3201754709,HUAWEI-HUAWEI Y320-U10,0,0,1,3.1,4.2.2
5935455253,TCT-ALCATEL ONE TOUCH 4010X,0,1,0,3.3,2.3.6
7430130268,samsung-GT-I9192,0,1,1,3.3,4.2.2
5048210603,TECNO-TECNO-H3,0,1,1,3.1,4.4.2
1635947875,HTC-HTC One,0,1,1,3.3,5.0.2
5410424023,samsung-GT-S7580,0,1,1,3.5,4.2.2
3933368676,HUAWEI-HUAWEI Y330-U01,0,1,1,3.1,4.2.2
4493372220,SageReal-TECNO P5S,0,0,1,3.3,4.2.2
5406406018,Spreadtrum-SP7715A,0,1,1,3.4,4.4.2
8476099889,samsung-GT-N7100,0,1,1,3.3,4.4.2
1010631054,samsung-GT-I8190N,0,1,1,3.1,4.1.2
1557058434,TECNO-TECNO F6,0,1,1,3.4,4.4.2
9677770426,TECNO-TECNO R5,1,1,1,3.2,4.4.2
7346661357,samsung-GT-N7100,0,1,1,3.1,4.3
5433168922,Infinix-Infinix X507,0,1,1,3.4,4.4.2
3603689368,Infinix-Infinix-X551,0,0,1,3.5,4.4.2
4792942529,SageReal-TECNO H5,1,0,1,3.4,4.2.2
2724136679,TECNO-TECNO F5,1,0,1,3.1,4.2.2
9019460943,samsung-GT-S6802,0,0,0,3.2,2.3.6
8450552497,Nokia-Nokia_X,1,1,0,3.1,4.1.2
2974671365,samsung-GT-S7560,0,1,1,3.1,4.0.4
7650974066,samsung-GT-S7582,0,1,1,3.4,4.2.2
1987351715,TCT-ONE TOUCH 4015X,0,1,1,3.5,4.2.2
6718085882,samsung-SM-G313HU,0,1,1,3.1,4.4.2
7062861325,alps-TECNO P5,1,1,1,3.1,4.2.2
5241853297,sprd-itel it1400,0,1,0,3.1,2.3.5
6834166012,samsung-GT-I9300,0,1,1,3.1,4.3
7359680125,samsung-GT-I9300I,0,1,1,3.2,4.3
1047997155,Sony-C6903,0,1,1,3.5,5.0.2
5955541479,SageReal-TECNO P5S,0,1,1,3.4,4.2.2
3290581266,samsung-SM-G530H,0,1,1,3.1,4.4.4
1011938779,samsung-GT-I8160L,0,0,0,3.1,2.3.6
1584290807,SageReal-TECNO P5S,0,1,1,3.1,4.2.2
5988618720,samsung-SM-G355H,0,1,1,3.4,4.4.2
8389868976,TCT-ALCATEL ONE TOUCH 6032,1,1,1,3.1,4.2.2
7867185883,SageReal-TECNO H5,1,0,1,3.1,4.2.2
8230219163,samsung-SM-G355H,0,1,1,3.3,4.4.2
5896978842,samsung-GT-S7580,0,1,1,3.2,4.2.2
4498792920,SageReal-TECNO H5,1,0,1,3.1,4.2.2
4949206686,unknown-TECNO N3,1,1,0,3.3,2.3.5
4509848841,SageReal-TECNO H5,1,0,1,3.4,4.2.2
7493785209,samsung-GT-S7580,0,1,1,3.1,4.2.2
9523062306,itel-itel it1452,0,1,1,3.1,4.4.2
1532148947,LGE-LG-C660,0,1,0,3.2,2.3.4
3567588210,Micromax-TECNO M7,1,1,1,3.0,4.2.2
5254531566,HUAWEI-HUAWEI P7-L10,0,1,1,3.2,4.4.2
5945488348,samsung-GT-S5300,0,1,0,3.2,2.3.6
6917193248,LGE-LG-E612,0,1,1,3.1,4.1.2
6288962292,Micromax-TECNO M7,1,1,1,3.3,4.2.2
4050513050,SageReal-TECNO H5,1,0,1,3.2,4.2.2
