person_id_random,nLoans,loanStartDates,loanPaidDates,currentDate
2398603694,3,2015-05-25;2015-06-10;2015-06-13,2015-06-10;2015-06-13,2015-08-19
3010231585,2,2015-07-09;2015-07-29,2015-07-22;2015-08-07,2015-08-19
5085179989,13,2014-10-02;2014-10-16;2014-10-31;2014-11-21;2014-12-06;2014-12-16;2014-12-31;2015-01-19;2015-02-10;2015-03-06;2015-03-27;2015-04-23;2015-05-05,2014-10-15;2014-10-30;2014-11-18;2014-12-05;2014-12-10;2014-12-30;2015-01-16;2015-02-10;2015-03-03;2015-03-27;2015-04-20;2015-04-30,2015-08-19
6015554652,7,2015-05-20;2015-05-27;2015-05-31;2015-06-12;2015-06-27;2015-07-11;2015-07-25,2015-05-27;2015-05-31;2015-06-12;2015-06-27;2015-07-11;2015-07-25,2015-08-19
4461208066,2,2015-07-28;2015-08-12,2015-08-11,2015-08-19
3252413480,12,2015-02-22;2015-03-13;2015-03-25;2015-04-08;2015-04-21;2015-05-04;2015-05-21;2015-06-10;2015-06-24;2015-07-11;2015-07-22;2015-08-09,2015-03-13;2015-03-25;2015-04-08;2015-04-21;2015-05-04;2015-05-21;2015-06-10;2015-06-24;2015-07-11;2015-07-22;2015-08-09,2015-08-19
2151054057,5,2014-10-10;2014-10-28;2014-11-19;2014-12-06;2014-12-19,2014-10-28;2014-11-18;2014-12-06;2014-12-18,2015-08-19
6224726229,1,2015-03-19,,2015-08-19
5945488348,2,2015-03-15;2015-04-09,2015-04-03,2015-08-19
8946883110,2,2015-04-13;2015-05-20,2015-05-20,2015-08-19
1615532287,7,2015-06-13;2015-06-17;2015-06-30;2015-07-08;2015-07-18;2015-07-24;2015-08-14,2015-06-16;2015-06-30;2015-07-08;2015-07-18;2015-07-24;2015-08-12,2015-08-19
6768006410,2,2015-01-26;2015-02-16,2015-02-15,2015-08-19
4811992520,1,2015-03-19,,2015-08-19
3624329372,1,2014-08-29,,2015-08-19
1280507511,1,2014-10-01,,2015-08-19
2033348143,1,2015-04-30,,2015-08-19
5217601507,2,2015-07-10;2015-07-30,2015-07-30,2015-08-19
9453964086,1,2014-07-21,,2015-08-19
5511930733,3,2015-07-24;2015-07-29;2015-08-08,2015-07-29;2015-08-08,2015-08-19
7268198319,1,2015-07-14,2015-08-15,2015-08-19
6268509017,3,2014-09-23;2014-10-17;2014-11-05,2014-10-17;2014-11-04,2015-08-19
7502458411,3,2015-04-22;2015-05-17;2015-06-14,2015-05-12;2015-06-12,2015-08-19
4740365226,5,2015-03-31;2015-04-16;2015-04-21;2015-05-05;2015-05-27,2015-04-13;2015-04-21;2015-05-05;2015-05-25,2015-08-19
8550857009,4,2015-06-16;2015-07-07;2015-07-22;2015-08-06,2015-07-07;2015-07-21;2015-08-06,2015-08-19
5312329083,2,2015-07-29;2015-08-12,2015-08-12,2015-08-19
3321063881,3,2015-03-17;2015-06-05;2015-07-20,2015-04-02;2015-06-27,2015-08-19
8609804338,2,2015-07-17;2015-08-11,2015-08-04;2015-08-18,2015-08-19
5988618720,2,2015-03-09;2015-07-08,2015-03-27,2015-08-19
2648460353,7,2015-04-09;2015-04-14;2015-04-29;2015-05-13;2015-05-26;2015-06-10;2015-07-01,2015-04-14;2015-04-28;2015-05-13;2015-05-26;2015-06-09;2015-06-30,2015-08-19
1648126910,1,2015-07-21,,2015-08-19
2345287133,1,2015-07-26,2015-08-12,2015-08-19
5359782636,3,2015-03-25;2015-05-03;2015-05-04,2015-05-03;2015-05-04,2015-08-19
8053556486,3,2015-06-29;2015-07-28;2015-08-03,2015-07-20;2015-08-03,2015-08-19
4493372220,5,2015-03-01;2015-03-11;2015-04-07;2015-05-07;2015-06-01,2015-03-11;2015-04-07;2015-05-07;2015-06-01,2015-08-19
8126857977,2,2015-05-22;2015-07-15,2015-06-10,2015-08-19
4792942529,6,2015-04-16;2015-04-23;2015-04-27;2015-05-21;2015-06-16;2015-07-24,2015-04-23;2015-04-27;2015-05-21;2015-06-15;2015-07-24,2015-08-19
2704294846,3,2015-06-24;2015-07-08;2015-08-18,2015-07-03;2015-08-06,2015-08-19
9594494228,2,2015-07-14;2015-07-28,2015-07-27;2015-08-17,2015-08-19
4949206686,3,2015-03-11;2015-03-24;2015-04-20,2015-03-23;2015-04-18,2015-08-19
9804175165,13,2015-02-15;2015-02-27;2015-03-13;2015-03-20;2015-03-31;2015-04-08;2015-04-13;2015-04-20;2015-04-27;2015-05-08;2015-05-15;2015-05-22;2015-05-29,2015-02-19;2015-03-13;2015-03-19;2015-03-28;2015-04-08;2015-04-13;2015-04-20;2015-04-27;2015-05-04;2015-05-15;2015-05-22;2015-05-29,2015-08-19
4847988237,4,2015-06-09;2015-06-12;2015-06-15;2015-06-30,2015-06-12;2015-06-15;2015-06-30,2015-08-19
5559702426,3,2015-06-10;2015-07-12;2015-08-17,2015-04-07;2015-08-08,2015-08-19
3738922495,5,2015-06-09;2015-06-14;2015-06-21;2015-06-29;2015-08-05,2015-06-13;2015-06-21;2015-06-28;2015-07-28,2015-08-19
9193097824,1,2014-08-27,,2015-08-19
4116829921,2,2015-05-16;2015-06-05,2015-05-23,2015-08-19
7624836270,1,2015-07-20,2015-08-10,2015-08-19
7125219495,1,2014-07-09,,2015-08-19
7177006216,1,2014-06-13,,2015-08-19
6108121189,3,2015-04-03;2015-05-01;2015-05-01,2015-04-27;2015-05-01,2015-08-19
9851390076,1,2015-07-04,2015-07-24,2015-08-19
3023340127,2,2015-06-14;2015-07-14,2015-07-04;2015-08-15,2015-08-19
5476885599,1,2014-11-06,,2015-08-19
1838116247,8,2015-03-28;2015-04-13;2015-04-20;2015-04-28;2015-05-15;2015-06-30;2015-07-22;2015-08-05,2015-04-13;2015-04-20;2015-04-28;2015-05-15;2015-06-05;2015-07-21;2015-08-05,2015-08-19
4228136505,3,2015-05-22;2015-06-03;2015-08-19,2015-05-28;2015-06-12,2015-08-19
4881579468,1,2015-05-07,,2015-08-19
1316512614,1,2014-08-25,,2015-08-19
4191686819,2,2015-03-19;2015-04-16,2015-04-13,2015-08-19
9923610654,13,2015-03-30;2015-04-09;2015-04-10;2015-04-16;2015-04-24;2015-05-02;2015-05-16;2015-06-08;2015-06-18;2015-06-24;2015-07-13;2015-07-24;2015-08-16,2015-04-06;2015-04-10;2015-04-15;2015-04-17;2015-05-02;2015-05-15;2015-06-07;2015-06-18;2015-06-24;2015-07-11;2015-07-24;2015-08-16,2015-08-19
8484461796,5,2015-05-27;2015-06-12;2015-07-01;2015-07-24;2015-08-16,2015-06-09;2015-07-01;2015-07-22;2015-08-15,2015-08-19
8237091184,2,2015-07-23;2015-07-30,2015-07-30,2015-08-19
1801624265,1,2015-05-20,,2015-08-19
3805746294,1,2015-07-22,,2015-08-19
7386434289,1,2014-12-24,,2015-08-19
5213679097,1,2015-07-28,,2015-08-19
4387253723,1,2015-07-21,,2015-08-19
8362192538,1,2014-08-07,,2015-08-19
9523062306,1,2015-03-12,,2015-08-19
2535099359,1,2014-05-16,,2015-08-19
8719891162,1,2014-08-14,2014-10-14,2015-08-19
4716039696,3,2015-07-19;2015-08-05;2015-08-11,2015-08-05;2015-08-11,2015-08-19
8763192932,1,2014-08-13,,2015-08-19
8150642238,4,2015-03-29;2015-04-20;2015-06-25;2015-07-17,2015-04-20;2015-06-06;2015-07-17,2015-08-19
6207451939,5,2015-04-01;2015-04-21;2015-05-06;2015-06-03;2015-07-02,2015-04-21;2015-05-06;2015-06-02;2015-07-02;2015-07-31,2015-08-19
8476099889,10,2015-03-02;2015-03-20;2015-04-03;2015-04-12;2015-04-28;2015-05-12;2015-06-03;2015-06-21;2015-07-10;2015-08-12,2015-03-20;2015-04-03;2015-04-12;2015-04-28;2015-05-12;2015-06-02;2015-06-20;2015-07-10;2015-07-31,2015-08-19
3282108906,5,2015-05-16;2015-06-06;2015-06-27;2015-07-18;2015-08-08,2015-06-06;2015-06-27;2015-07-18;2015-08-08,2015-08-19
8171435807,1,2015-03-04,,2015-08-19
6640166679,2,2015-07-29;2015-08-13,2015-08-13,2015-08-19
4429479218,6,2015-04-12;2015-05-03;2015-06-16;2015-07-07;2015-07-31;2015-08-18,2015-05-03;2015-05-24;2015-07-07;2015-07-28;2015-08-17,2015-08-19
2412688377,1,2015-06-20,,2015-08-19
5747178338,5,2015-02-16;2015-05-24;2015-06-14;2015-07-21;2015-08-09,2015-03-09;2015-06-07;2015-07-18;2015-08-05,2015-08-19
8594242129,2,2015-07-25;2015-08-15,2015-08-13,2015-08-19
6617821797,3,2015-05-30;2015-06-09;2015-06-26,2015-06-01;2015-06-23;2015-07-17,2015-08-19
3778121349,1,2015-05-28,,2015-08-19
7331238292,9,2015-04-27;2015-05-09;2015-05-13;2015-05-26;2015-06-15;2015-07-06;2015-07-17;2015-07-31;2015-08-18,2015-05-09;2015-05-13;2015-05-25;2015-06-15;2015-07-05;2015-07-17;2015-07-31;2015-08-14,2015-08-19
3331565180,3,2015-05-29;2015-06-15;2015-06-25,2015-06-15;2015-06-25,2015-08-19
6094242225,1,2015-07-27,,2015-08-19
7743920692,2,2015-07-02;2015-07-18,2015-07-16,2015-08-19
6430736429,2,2015-07-13;2015-08-12,2015-07-30,2015-08-19
5511522687,3,2015-03-22;2015-04-08;2015-04-18,2015-04-04;2015-04-18,2015-08-19
7614759494,1,2015-07-19,,2015-08-19
2662659101,1,2014-08-13,,2015-08-19
6127719079,5,2015-05-04;2015-05-09;2015-06-12;2015-07-11;2015-08-06,2015-05-06;2015-06-04;2015-07-05;2015-08-04,2015-08-19
9254134796,3,2015-06-21;2015-07-15;2015-08-04,2015-07-15;2015-08-04,2015-08-19
1661126978,2,2015-07-10;2015-08-07,2015-07-31;2015-08-13,2015-08-19
4198273826,1,2014-11-24,,2015-08-19
3602567513,8,2015-04-26;2015-05-06;2015-05-08;2015-05-30;2015-06-18;2015-06-28;2015-07-14;2015-08-02,2015-05-06;2015-05-08;2015-05-30;2015-06-18;2015-06-28;2015-07-13;2015-08-02,2015-08-19
7493785209,2,2015-03-19;2015-04-08,2015-04-06;2015-04-27,2015-08-19
9149555649,13,2015-02-20;2015-03-06;2015-03-17;2015-04-08;2015-04-26;2015-05-20;2015-06-03;2015-06-17;2015-06-27;2015-07-05;2015-07-18;2015-08-10;2015-08-18,2015-03-06;2015-03-17;2015-04-07;2015-04-26;2015-05-15;2015-06-03;2015-06-17;2015-06-27;2015-07-05;2015-07-18;2015-08-09;2015-08-18,2015-08-19
2696051892,2,2015-07-19;2015-08-02,2015-08-02,2015-08-19
7289370646,3,2015-06-01;2015-06-24;2015-07-23,2015-06-23;2015-07-22,2015-08-19
4724843699,1,2015-07-17,2015-08-07,2015-08-19
5665931957,4,2015-06-16;2015-07-03;2015-07-21;2015-08-13,2015-07-03;2015-07-21;2015-08-12,2015-08-19
1782793085,8,2015-02-17;2015-02-25;2015-03-04;2015-03-18;2015-04-14;2015-05-13;2015-06-13;2015-07-13,2015-02-24;2015-03-04;2015-03-18;2015-04-13;2015-05-13;2015-06-13;2015-07-13,2015-08-19
2422995126,2,2015-03-23;2015-05-04,2015-04-21;2015-07-09,2015-08-19
7091985427,8,2015-03-31;2015-04-14;2015-04-24;2015-05-13;2015-05-26;2015-06-25;2015-07-28;2015-08-18,2015-04-13;2015-04-24;2015-05-13;2015-05-26;2015-06-25;2015-07-26;2015-08-18,2015-08-19
5868139297,3,2014-07-18;2014-08-05;2014-10-10,2014-08-05;2014-10-09,2015-08-19
8460627016,3,2015-03-30;2015-04-14;2015-04-30,2015-04-14;2015-04-28,2015-08-19
5108315568,4,2014-07-30;2014-09-13;2014-09-29;2014-11-03,2014-08-30;2014-09-27;2014-10-31,2015-08-19
5126578428,10,2015-02-05;2015-02-26;2015-03-20;2015-04-11;2015-05-02;2015-05-25;2015-06-16;2015-07-07;2015-07-28;2015-08-13,2015-02-26;2015-03-19;2015-04-10;2015-05-02;2015-05-25;2015-06-16;2015-07-07;2015-07-28;2015-08-13,2015-08-19
3294533408,33,2014-09-24;2014-10-10;2014-10-27;2014-11-07;2014-11-17;2014-11-24;2014-12-01;2014-12-10;2014-12-19;2014-12-23;2015-01-01;2015-01-08;2015-01-19;2015-01-29;2015-02-06;2015-02-19;2015-03-05;2015-03-12;2015-03-21;2015-03-28;2015-04-07;2015-04-15;2015-05-01;2015-05-10;2015-05-17;2015-05-28;2015-06-06;2015-06-13;2015-06-21;2015-06-30;2015-07-09;2015-07-24;2015-08-01,2014-10-10;2014-10-27;2014-11-07;2014-11-17;2014-11-24;2014-12-01;2014-12-10;2014-12-19;2014-12-23;2015-01-01;2015-01-08;2015-01-18;2015-01-29;2015-02-06;2015-02-18;2015-03-05;2015-03-12;2015-03-21;2015-03-28;2015-04-04;2015-04-15;2015-05-01;2015-05-10;2015-05-17;2015-05-28;2015-06-06;2015-06-13;2015-06-21;2015-06-28;2015-07-09;2015-07-24;2015-08-01,2015-08-19
5212256963,3,2015-06-19;2015-07-04;2015-07-14,2015-06-26;2015-07-14,2015-08-19
3201754709,8,2015-02-27;2015-03-17;2015-03-24;2015-04-02;2015-04-22;2015-05-08;2015-06-04;2015-07-02,2015-03-17;2015-03-24;2015-03-31;2015-04-22;2015-05-08;2015-06-04;2015-07-02,2015-08-19
1892120669,2,2015-06-04;2015-07-08,2015-06-26;2015-08-02,2015-08-19
2258471198,6,2015-05-06;2015-05-23;2015-06-07;2015-06-29;2015-07-17;2015-08-14,2015-05-23;2015-06-06;2015-06-27;2015-07-17;2015-08-07,2015-08-19
2724136679,4,2015-03-04;2015-03-19;2015-04-09;2015-04-24,2015-03-19;2015-04-09;2015-04-24,2015-08-19
5777469792,2,2014-09-23;2014-10-15,2014-10-14,2015-08-19
1911454239,1,2014-06-01,,2015-08-19
3640580591,2,2015-02-18;2015-03-10,2015-03-10,2015-08-19
1932568661,4,2015-07-07;2015-07-21;2015-08-08;2015-08-18,2015-07-21;2015-08-08;2015-08-18,2015-08-19
6925828638,2,2015-05-24;2015-06-12,2015-06-12,2015-08-19
1104389006,3,2015-06-10;2015-07-19;2015-08-08,2015-07-10;2015-08-08,2015-08-19
2974671365,4,2015-03-04;2015-04-27;2015-06-23;2015-07-22,2015-04-21;2015-06-23;2015-07-21,2015-08-19
4088430688,1,2014-08-08,,2015-08-19
9517700838,1,2015-04-09,,2015-08-19
6408292681,2,2015-06-27;2015-07-20,2015-07-18,2015-08-19
4396948561,1,2014-12-03,,2015-08-19
5809370917,1,2015-07-23,,2015-08-19
1011938779,2,2015-03-07;2015-03-11,2015-03-11,2015-08-19
9562149901,4,2015-04-24;2015-05-20;2015-07-17;2015-08-06,2015-05-15;2015-06-10;2015-08-06,2015-08-19
5537661525,2,2015-03-27;2015-04-08,2015-04-03,2015-08-19
1537018341,3,2014-08-13;2014-09-20;2014-10-11,2014-09-20;2014-10-11,2015-08-19
7073326976,4,2015-06-02;2015-06-08;2015-06-24;2015-07-08,2015-06-08;2015-06-24;2015-07-08;2015-07-24,2015-08-19
6825768883,3,2015-06-15;2015-07-04;2015-08-04,2015-07-03;2015-08-01,2015-08-19
8735273100,3,2015-06-25;2015-07-22;2015-08-11,2015-07-16;2015-08-11,2015-08-19
4146622581,2,2014-09-10;2014-10-14,2014-10-14,2015-08-19
5064137410,6,2015-02-27;2015-03-17;2015-04-03;2015-04-24;2015-05-22;2015-06-17,2015-03-14;2015-04-01;2015-04-24;2015-05-20;2015-06-13,2015-08-19
3435646267,6,2014-09-26;2014-10-31;2014-11-26;2015-01-07;2015-02-09;2015-03-23,2014-10-17;2014-11-21;2014-12-21;2015-02-04;2015-03-21,2015-08-19
7381703622,3,2015-07-04;2015-07-18;2015-08-19,2015-07-12;2015-07-23,2015-08-19
3525069691,1,2015-02-27,,2015-08-19
4460847262,4,2015-07-24;2015-08-07;2015-08-09;2015-08-15,2015-08-07;2015-08-09;2015-08-15,2015-08-19
3950963431,1,2015-05-07,2015-05-27,2015-08-19
2133314717,3,2015-05-07;2015-05-17;2015-05-20,2015-05-17;2015-05-20,2015-08-19
3419286937,1,2015-06-20,2015-07-17,2015-08-19
5018829972,2,2015-03-30;2015-04-09,2015-04-04,2015-08-19
5004213430,2,2015-07-12;2015-08-11,2015-08-10,2015-08-19
1862148446,4,2015-05-04;2015-05-26;2015-06-11;2015-08-16,2015-05-25;2015-06-10;2015-07-02,2015-08-19
4732601069,3,2015-05-12;2015-05-19;2015-05-28,2015-05-19;2015-05-21,2015-08-19
8278230987,2,2015-02-10;2015-03-04,2015-03-03,2015-08-19
8839970497,16,2014-10-13;2014-10-27;2014-12-13;2015-01-03;2015-01-23;2015-02-06;2015-03-04;2015-03-27;2015-04-28;2015-05-20;2015-06-11;2015-06-29;2015-07-02;2015-07-14;2015-07-29;2015-08-08,2014-10-25;2014-11-17;2015-01-03;2015-01-23;2015-02-05;2015-02-27;2015-03-25;2015-04-17;2015-05-20;2015-06-10;2015-06-27;2015-06-29;2015-07-13;2015-07-28;2015-08-08,2015-08-19
5810007060,1,2014-11-28,,2015-08-19
4337834140,8,2015-04-28;2015-05-13;2015-05-26;2015-06-10;2015-06-22;2015-07-11;2015-07-28;2015-08-19,2015-05-13;2015-05-26;2015-06-10;2015-06-22;2015-07-11;2015-07-28;2015-08-19,2015-08-19
5979082957,1,2015-07-23,2015-08-06,2015-08-19
4030617594,3,2015-04-02;2015-04-28;2015-05-12,2015-04-27;2015-05-12,2015-08-19
3082010991,5,2015-06-30;2015-07-03;2015-07-07;2015-07-14;2015-07-21,2015-07-03;2015-07-07;2015-07-14;2015-07-21,2015-08-19
6100057929,1,2014-06-24,2014-07-14,2015-08-19
5733285355,4,2015-06-15;2015-06-26;2015-07-16;2015-07-27,2015-06-22;2015-07-03;2015-07-27;2015-08-17,2015-08-19
9900698075,2,2015-07-10;2015-07-31,2015-07-26,2015-08-19
9036331394,2,2015-05-03;2015-07-13,2015-06-25;2015-07-31,2015-08-19
1767540225,1,2015-06-04,2015-06-25,2015-08-19
6034981056,4,2015-04-26;2015-04-30;2015-05-06;2015-07-25,2015-04-28;2015-05-06;2015-07-25,2015-08-19
1212953829,5,2015-02-18;2015-03-04;2015-03-23;2015-04-08;2015-05-23,2015-03-04;2015-03-22;2015-04-07;2015-04-30,2015-08-19
1661102022,1,2014-06-16,,2015-08-19
4194649044,1,2015-05-27,2015-06-19,2015-08-19
9955035119,7,2015-02-19;2015-03-11;2015-04-12;2015-05-07;2015-06-10;2015-07-13;2015-08-05,2015-02-26;2015-03-28;2015-05-05;2015-06-09;2015-07-13;2015-08-05,2015-08-19
3206224066,1,2014-07-30,,2015-08-19
2847751420,1,2015-07-27,,2015-08-19
8529623453,3,2015-06-20;2015-07-13;2015-08-04,2015-07-11;2015-08-03,2015-08-19
2916310278,3,2015-07-12;2015-07-23;2015-08-13,2015-07-23;2015-08-13,2015-08-19
5875230942,1,2014-06-09,,2015-08-19
7526973171,4,2015-04-12;2015-04-27;2015-05-02;2015-05-06,2015-04-27;2015-05-02;2015-05-06,2015-08-19
4252440796,1,2015-07-19,2015-08-10,2015-08-19
2636722159,4,2015-06-15;2015-06-30;2015-07-20;2015-08-09,2015-06-29;2015-07-20;2015-08-09,2015-08-19
8806418646,1,2014-08-08,,2015-08-19
2614224686,1,2015-07-26,,2015-08-19
5346231779,2,2014-05-08;2014-05-22,2014-05-21,2015-08-19
1766763696,2,2015-02-26;2015-07-20,2015-02-28;2015-07-29,2015-08-19
1064638493,3,2015-04-19;2015-05-13;2015-06-12,2015-05-13;2015-06-12;2015-07-15,2015-08-19
5560444736,1,2015-06-26,,2015-08-19
1447788669,7,2015-04-25;2015-05-08;2015-05-22;2015-06-11;2015-07-01;2015-07-20;2015-08-10,2015-05-08;2015-05-22;2015-06-10;2015-07-01;2015-07-20;2015-08-10,2015-08-19
5530713621,1,2015-07-09,2015-07-28,2015-08-19
5517270647,1,2014-12-17,,2015-08-19
1513646713,3,2015-05-17;2015-05-29;2015-06-05,2015-05-25;2015-06-05;2015-08-19,2015-08-19
5123229643,5,2015-05-08;2015-05-24;2015-06-21;2015-07-07;2015-07-29,2015-05-24;2015-06-13;2015-07-07;2015-07-29,2015-08-19
6572992960,7,2015-04-21;2015-04-26;2015-05-13;2015-05-30;2015-06-20;2015-07-09;2015-08-08,2015-04-26;2015-05-13;2015-05-30;2015-06-20;2015-07-09;2015-08-06,2015-08-19
9865454850,4,2015-05-23;2015-06-08;2015-07-17;2015-08-18,2015-06-07;2015-06-28;2015-08-07,2015-08-19
7961003085,1,2015-06-23,2015-06-27,2015-08-19
1287191810,7,2015-03-27;2015-04-07;2015-04-21;2015-05-05;2015-05-22;2015-06-11;2015-06-30,2015-04-07;2015-04-21;2015-05-05;2015-05-22;2015-06-11;2015-06-30,2015-08-19
5241853297,1,2015-03-06,,2015-08-19
2327560619,3,2015-01-17;2015-02-10;2015-02-23,2015-02-03;2015-02-23,2015-08-19
9003357851,4,2015-05-30;2015-06-06;2015-07-01;2015-07-28,2015-06-06;2015-06-27;2015-07-28,2015-08-19
4540783923,2,2015-07-23;2015-08-16,2015-08-14,2015-08-19
2746795632,6,2015-06-10;2015-06-22;2015-07-11;2015-07-14;2015-08-05;2015-08-17,2015-06-21;2015-07-09;2015-07-13;2015-08-04;2015-08-16,2015-08-19
2750363292,2,2015-06-04;2015-07-03,2015-06-28;2015-07-30,2015-08-19
8686243541,2,2015-05-24;2015-07-10,2015-06-14;2015-08-10,2015-08-19
6240263090,4,2015-06-27;2015-07-08;2015-07-28;2015-08-11,2015-07-08;2015-07-28;2015-08-11,2015-08-19
6581882246,3,2015-03-25;2015-04-01;2015-04-10,2015-03-31;2015-04-10,2015-08-19
2916523599,2,2014-09-05;2014-10-09,2014-09-30,2015-08-19
5923715507,3,2015-02-07;2015-08-09;2015-08-18,2015-08-18,2015-08-19
9656418246,6,2015-04-25;2015-05-18;2015-06-10;2015-06-15;2015-07-10;2015-07-24,2015-05-08;2015-06-10;2015-06-15;2015-07-10;2015-07-24;2015-08-19,2015-08-19
2876398156,1,2014-11-06,,2015-08-19
8092607634,14,2014-10-14;2014-11-10;2015-01-03;2015-01-25;2015-01-30;2015-02-24;2015-03-11;2015-03-31;2015-04-23;2015-05-09;2015-05-30;2015-06-22;2015-07-04;2015-07-16,2014-10-25;2014-12-01;2015-01-24;2015-01-29;2015-02-23;2015-03-11;2015-03-26;2015-04-22;2015-05-07;2015-05-24;2015-06-22;2015-07-01;2015-07-16;2015-08-08,2015-08-19
